BRCD,NASDAQ,"Brocade Communications Systems, Inc.",5160000000.0,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/brcd,
BRKL,NASDAQ,"Brookline Bancorp, Inc.",1160000000.0,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/brkl,
BRKS,NASDAQ,"Brooks Automation, Inc.",2360000000.0,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/brks,
BRKR,NASDAQ,Bruker Corporation,5190000000.0,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr,
BMTC,NASDAQ,Bryn Mawr Bank Corporation,728500000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc,
BWLD,NASDAQ,"Buffalo Wild Wings, Inc.",1820000000.0,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld,
BLDR,NASDAQ,"Builders FirstSource, Inc.",1960000000.0,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr,
CHRW,NASDAQ,"C.H. Robinson Worldwide, Inc.",11290000000.0,1997,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/chrw,
CA,NASDAQ,CA Inc.,13520000000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca,
CCMP,NASDAQ,Cabot Microelectronics Corporation,2460000000.0,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ccmp,
CDNS,NASDAQ,"Cadence Design Systems, Inc.",12490000000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns,
CZR,NASDAQ,Caesars Entertainment Corporation,4860000000.0,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr,
CSTE,NASDAQ,Caesarstone Ltd.,837450000.0,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste,
CHY,NASDAQ,Calamos Convertible and High Income Fund,867540000.0,2003,n/a,n/a,http://www.nasdaq.com/symbol/chy,
CHI,NASDAQ,Calamos Convertible Opportunities and Income Fund,812970000.0,2002,n/a,n/a,http://www.nasdaq.com/symbol/chi,
CCD,NASDAQ,Calamos Dynamic Convertible & Income Fund,505740000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccd,
CHW,NASDAQ,Calamos Global Dynamic Income Fund,546990000.0,2007,n/a,n/a,http://www.nasdaq.com/symbol/chw,
CSQ,NASDAQ,Calamos Strategic Total Return Fund,1910000000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq,
CAMP,NASDAQ,CalAmp Corp.,764360000.0,1983,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/camp,
CVGW,NASDAQ,"Calavo Growers, Inc.",1220000000.0,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw,
CALA,NASDAQ,"Calithera Biosciences, Inc.",580040000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cala,
CALD,NASDAQ,"Callidus Software, Inc.",1890000000.0,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/cald,
CALM,NASDAQ,"Cal-Maine Foods, Inc.",2140000000.0000002,1996,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/calm,
CLMT,NASDAQ,"Calumet Specialty Products Partners, L.P.",727010000.0,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt,
CLXT,NASDAQ,"Calyxt, Inc.",569870000.0,2017,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/clxt,
CAC,NASDAQ,Camden National Corporation,648590000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cac,
CSIQ,NASDAQ,Canadian Solar Inc.,1080000000.0,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq,
CPLA,NASDAQ,Capella Education Company,966250000.0,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla,
CBF,NASDAQ,Capital Bank Financial Corp.,2049999999.9999998,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/cbf,
CPLP,NASDAQ,Capital Product Partners L.P.,423630000.0,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp,
CFFN,NASDAQ,"Capitol Federal Financial, Inc.",1840000000.0,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn,
CARA,NASDAQ,"Cara Therapeutics, Inc.",405970000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cara,
CARB,NASDAQ,"Carbonite, Inc.",632430000.0,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/carb,
CSII,NASDAQ,"Cardiovascular Systems, Inc.",799830000.0,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii,
CATM,NASDAQ,Cardtronics plc,760140000.0,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/catm,
CECO,NASDAQ,Career Education Corporation,853100000.0,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco,
CTRE,NASDAQ,"CareTrust REIT, Inc.",1490000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre,
CARG,NASDAQ,"CarGurus, Inc.",3130000000.0,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/carg,
CARO,NASDAQ,Carolina Financial Corporation,584720000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caro,
CRZO,NASDAQ,"Carrizo Oil & Gas, Inc.",1590000000.0,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo,
CWST,NASDAQ,"Casella Waste Systems, Inc.",809620000.0,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst,
CASY,NASDAQ,"Caseys General Stores, Inc.",4300000000.0,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy,
CASS,NASDAQ,"Cass Information Systems, Inc",708080000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cass,
CATY,NASDAQ,Cathay General Bancorp,3250000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty,
CVCO,NASDAQ,"Cavco Industries, Inc.",1360000000.0,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco,
CAVM,NASDAQ,"Cavium, Inc.",5240000000.0,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm,
CBOE,NASDAQ,"Cboe Global Markets, Inc.",12780000000.0,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe,
CDK,NASDAQ,"CDK Global, Inc.",8700000000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cdk,
CDW,NASDAQ,CDW Corporation,10580000000.0,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw,
CELG,NASDAQ,Celgene Corporation,80570000000.0,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg,
CLLS,NASDAQ,Cellectis S.A.,958960000.0,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls,
CYAD,NASDAQ,Celyad SA,561150000.0,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad,
CDEV,NASDAQ,"Centennial Resource Development, Inc.",5800000000.0,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cdev,
CSFL,NASDAQ,CenterState Bank Corporation,1550000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl,
CETV,NASDAQ,Central European Media Enterprises Ltd.,644560000.0,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv,
CENT,NASDAQ,Central Garden & Pet Company,1860000000.0,1993,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cent,
CENTA,NASDAQ,Central Garden & Pet Company,1800000000.0,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/centa,
CENX,NASDAQ,Century Aluminum Company,1290000000.0,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx,
CNBKA,NASDAQ,"Century Bancorp, Inc.",471050000.0,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka,
CERN,NASDAQ,Cerner Corporation,21910000000.0,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern,
CEVA,NASDAQ,"CEVA, Inc.",1010000000.0,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ceva,
CFCO,NASDAQ,CF Corporation,846720000.0,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/cfco,
CYOU,NASDAQ,Changyou.com Limited,1950000000.0,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou,
GTLS,NASDAQ,"Chart Industries, Inc.",1390000000.0,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gtls,
CHTR,NASDAQ,"Charter Communications, Inc.",85190000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr,
CHKP,NASDAQ,Check Point Software Technologies Ltd.,17420000000.0,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp,
CHFC,NASDAQ,Chemical Financial Corporation,3680000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc,
PLCE,NASDAQ,"Children&#39;s Place, Inc. (The)",1950000000.0,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/plce,
CBPO,NASDAQ,"China Biologic Products Holdings, Inc.",2320000000.0,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo,
CIFS,NASDAQ,China Internet Nationwide Financial Services Inc.,1100000000.0,2017,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/cifs,
HTHT,NASDAQ,"China Lodging Group, Limited",9210000000.0,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht,
IMOS,NASDAQ,ChipMOS TECHNOLOGIES INC.,848890000.0,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos,
CHSCM,NASDAQ,CHS Inc,516419999.99999994,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscm,
CHSCN,NASDAQ,CHS Inc,463010000.0,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn,
CHDN,NASDAQ,"Churchill Downs, Incorporated",3290000000.0,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn,
CMCT,NASDAQ,CIM Commercial Trust Corporation,981000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct,
CMPR,NASDAQ,Cimpress N.V,3690000000.0,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr,
CINF,NASDAQ,Cincinnati Financial Corporation,11950000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf,
CTAS,NASDAQ,Cintas Corporation,15720000000.0,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,
CRUS,NASDAQ,"Cirrus Logic, Inc.",3630000000.0,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus,
CSCO,NASDAQ,"Cisco Systems, Inc.",170270000000.0,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,
CTXS,NASDAQ,"Citrix Systems, Inc.",12800000000.0,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,
CHCO,NASDAQ,City Holding Company,1060000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco,
CMTA,NASDAQ,Clementia Pharmaceuticals Inc.,515590000.00000006,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmta,
CLVS,NASDAQ,"Clovis Oncology, Inc.",3510000000.0,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,
CME,NASDAQ,CME Group Inc.,46720000000.0,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,
CCNE,NASDAQ,CNB Financial Corporation,415610000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne,
COBZ,NASDAQ,CoBiz Financial Inc.,850160000.0,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,
COKE,NASDAQ,Coca-Cola Bottling Co. Consolidated,2089999999.9999998,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,
CCOI,NASDAQ,"Cogent Communications Holdings, Inc.",2120000000.0,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi,
CGNX,NASDAQ,Cognex Corporation,11780000000.0,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,
CTSH,NASDAQ,Cognizant Technology Solutions Corporation,44090000000.0,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,
COHR,NASDAQ,"Coherent, Inc.",6550000000.0,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,
CHRS,NASDAQ,"Coherus BioSciences, Inc.",644310000.0,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs,
COHU,NASDAQ,"Cohu, Inc.",688930000.0,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,
CIGI,NASDAQ,Colliers International Group Inc. ,2230000000.0,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi,
COLB,NASDAQ,"Columbia Banking System, Inc.",2520000000.0,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,
COLM,NASDAQ,Columbia Sportswear Company,4269999999.9999995,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,
CMCO,NASDAQ,Columbus McKinnon Corporation,878770000.0,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,
CMCSA,NASDAQ,Comcast Corporation,170080000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,
CBSH,NASDAQ,"Commerce Bancshares, Inc.",5700000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh,
CBSHP,NASDAQ,"Commerce Bancshares, Inc.",2470000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp,
CHUBA,NASDAQ,"CommerceHub, Inc.",922080000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chuba,
CHUBK,NASDAQ,"CommerceHub, Inc.",875370000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chubk,
COMM,NASDAQ,"CommScope Holding Company, Inc.",6550000000.0,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm,
CTBI,NASDAQ,"Community Trust Bancorp, Inc.",837770000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi,
CVLT,NASDAQ,"Commvault Systems, Inc.",2480000000.0,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt,
CMTL,NASDAQ,Comtech Telecommunications Corp.,479970000.0,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl,
CNMD,NASDAQ,CONMED Corporation,1420000000.0,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd,
CTWS,NASDAQ,"Connecticut Water Service, Inc.",719530000.0,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws,
CNOB,NASDAQ,"ConnectOne Bancorp, Inc.",838800000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob,
CONN,NASDAQ,"Conn&#39;s, Inc.",934650000.0,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn,
CNSL,NASDAQ,"Consolidated Communications Holdings, Inc.",1060000000.0,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl,
CTRL,NASDAQ,Control4 Corporation,813770000.0,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl,
CPRT,NASDAQ,"Copart, Inc.",8250000000.0,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt,
CORT,NASDAQ,Corcept Therapeutics Incorporated,1970000000.0,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort,
CORE,NASDAQ,"Core-Mark Holding Company, Inc.",1420000000.0,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,
CSOD,NASDAQ,"Cornerstone OnDemand, Inc.",2150000000.0,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod,
CRVL,NASDAQ,CorVel Corp.,1040000000.0,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl,
CSGP,NASDAQ,"CoStar Group, Inc.",10810000000.0,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp,
COST,NASDAQ,Costco Wholesale Corporation,72570000000.0,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,
COUP,NASDAQ,Coupa Software Incorporated,1830000000.0,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup,
CVTI,NASDAQ,"Covenant Transportation Group, Inc.",518090000.00000006,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,
COWN,NASDAQ,Cowen Inc.,447660000.0,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,
CBRL,NASDAQ,"Cracker Barrel Old Country Store, Inc.",3710000000.0,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,
CRAY,NASDAQ,Cray Inc,756190000.0,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,
CACC,NASDAQ,Credit Acceptance Corporation,5490000000.0,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc,
CREE,NASDAQ,"Cree, Inc.",3480000000.0,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,
CRESY,NASDAQ,Cresud S.A.C.I.F. y A.,1150000000.0,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,
CRSP,NASDAQ,CRISPR Therapeutics AG,735930000.0,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp,
CRTO,NASDAQ,Criteo S.A.,2370000000.0,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,
CROX,NASDAQ,"Crocs, Inc.",628270000.0,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,
CCRN,NASDAQ,"Cross Country Healthcare, Inc.",423700000.0,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn,
CSGS,NASDAQ,"CSG Systems International, Inc.",1460000000.0,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs,
CSWI,NASDAQ,"CSW Industrials, Inc.",765010000.0,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi,
CSX,NASDAQ,CSX Corporation,46310000000.0,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx,
CTRP,NASDAQ,"Ctrip.com International, Ltd.",23560000000.0,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp,
CUTR,NASDAQ,"Cutera, Inc.",545500000.0,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr,
CVBF,NASDAQ,CVB Financial Corporation,2530000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf,
CYBR,NASDAQ,CyberArk Software Ltd.,1530000000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr,
CY,NASDAQ,Cypress Semiconductor Corporation,5570000000.0,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy,
CONE,NASDAQ,CyrusOne Inc,5690000000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone,
CYTK,NASDAQ,"Cytokinetics, Incorporated",656080000.0,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk,
CTMX,NASDAQ,"CytomX Therapeutics, Inc.",726290000.0,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx,
DAKT,NASDAQ,"Daktronics, Inc.",433580000.0,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt,
DSKE,NASDAQ,"Daseke, Inc.",594410000.0,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske,
PLAY,NASDAQ,"Dave & Buster&#39;s Entertainment, Inc.",1930000000.0,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play,
DBVT,NASDAQ,DBV Technologies S.A.,1120000000.0,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt,
DCPH,NASDAQ,"Deciphera Pharmaceuticals, Inc.",576250000.0,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph,
TACO,NASDAQ,"Del Taco Restaurants, Inc.",473410000.0,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco,
DENN,NASDAQ,Denny&#39;s Corporation,808590000.0,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn,
XRAY,NASDAQ,DENTSPLY SIRONA Inc.,14660000000.0,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray,
DERM,NASDAQ,"Dermira, Inc.",1110000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm,
DXCM,NASDAQ,"DexCom, Inc.",4340000000.0,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm,
DHIL,NASDAQ,"Diamond Hill Investment Group, Inc.",719700000.0,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil,
FANG,NASDAQ,"Diamondback Energy, Inc.",10970000000.0,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang,
DMRC,NASDAQ,Digimarc Corporation,421440000.0,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc,
DCOM,NASDAQ,"Dime Community Bancshares, Inc.",759680000.0,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom,
DIOD,NASDAQ,Diodes Incorporated,1660000000.0,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod,
DISCA,NASDAQ,"Discovery Communications, Inc.",6570000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca,
DISCB,NASDAQ,"Discovery Communications, Inc.",8340000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb,
DISCK,NASDAQ,"Discovery Communications, Inc.",6140000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck,
